Timestamp;F_Score;Photo ID;Expected_outcome;;
49:20;0.648;906;ENT;;
49:23;0.582;907;ENT;;
49:28;0.668;908;ENT;;
49:32;0.668;909;ENT;;
49:36;0.637;910;ENT;;
49:40;0.668;911;ENT;;
49:43;0.523;912;ENT;;
49:47;0.172;913;ENT;;
49:52;0.090;914;ENT;;
49:56;0.164;915;ENT;;
50:00;0.164;916;ENT;;
50:03;0.133;917;ENT;;
50:07;0.133;918;ENT;;
50:12;0.199;919;ENT;;
50:16;0.535;920;Noise;;
50:20;0.488;921;Noise;;
50:23;0.570;922;Noise;;
50:27;0.488;923;Noise;;
50:31;0.488;924;Noise;;
50:35;0.559;925;Noise;;
50:38;0.594;926;Noise;;
50:42;0.441;927;Noise;;
50:47;0.086;928;Noise;;
50:51;0.102;929;Noise;;
50:55;0.141;930;Noise;;
50:58;0.070;931;Noise;;
51:02;0.090;932;Noise;;
51:06;0.109;933;Noise;;
51:11;0.082;934;Noise;;
51:14;0.098;935;Noise;;
51:18;0.012;936;Noise;;
51:22;0.008;937;Noise;;
51:26;0.008;938;Noise;;
51:29;0.012;939;Noise;;
51:33;0.008;940;Noise;;
51:37;0.012;941;Noise;;
51:40;0.008;942;Noise;;
51:46;0.500;943;Noise;;
51:49;0.523;944;Noise;;
51:53;0.465;945;Noise;;
51:57;0.625;946;Noise;;
52:00;0.559;947;Noise;;
52:05;0.582;948;Noise;;
52:09;0.535;949;Noise;;
52:12;0.547;950;Noise;;
52:17;0.320;951;Noise;;
52:21;0.215;952;Noise;;
52:25;0.156;953;Noise;;
52:29;0.246;954;Noise;;
52:32;0.199;955;Noise;;
52:36;0.312;956;Noise;;
52:41;0.418;957;Noise;;
52:44;0.254;958;Noise;;
52:48;0.027;959;Noise;;
52:53;0.047;960;Noise;;
52:57;0.031;961;Noise;;
53:01;0.035;962;Noise;;
53:04;0.023;963;Noise;;
53:08;0.031;964;Noise;;
53:12;0.020;965;Noise;;
53:17;0.430;966;Noise;;
53:20;0.570;967;Noise;;
53:24;0.406;968;Noise;;
53:28;0.387;969;Noise;;
53:32;0.332;970;Noise;;
53:36;0.375;971;Noise;;
53:40;0.406;972;Noise;;
53:43;0.418;973;Noise;;
53:47;0.301;974;Noise;;
53:51;0.332;975;Noise;;
53:55;0.387;976;Noise;;
54:00;0.312;977;Noise;;
54:03;0.363;978;Noise;;
54:07;0.453;979;Noise;;
54:11;0.254;980;Noise;;
54:15;0.453;981;Noise;;
54:19;0.785;982;ENT;;
54:23;0.637;983;ENT;;
54:27;0.844;984;ENT;;
54:30;0.824;985;ENT;;
54:35;0.828;986;ENT;;
54:38;0.816;987;ENT;;
54:42;0.770;988;ENT;;
54:46;0.895;989;ENT;;
54:50;0.828;990;ENT;;
54:54;0.855;991;ENT;;
54:58;0.848;992;ENT;;
55:01;0.816;993;ENT;;
55:06;0.836;994;ENT;;
55:10;0.848;995;ENT;;
55:14;0.855;996;ENT;;
55:17;0.875;997;ENT;;
55:21;0.793;998;ENT;;
55:25;0.809;999;ENT;;
55:29;0.785;1000;ENT;;
55:33;0.770;1001;ENT;;
55:37;0.828;1002;ENT;;
55:41;0.668;1003;ENT;;
