start,end,score
00:15:53,00:15:55,0.695,LNT
00:15:57,00:15:59,0.844,LNT
00:16:00,00:16:02,0.391,LNT
00:16:04,00:16:06,0.215,LNT
00:16:08,00:16:10,0.848,LNT
00:16:11,00:16:13,0.586,LNT
00:16:15,00:16:17,0.438,Noise
00:16:18,00:16:20,0.148,Noise
00:16:22,00:16:24,0.016,Noise
00:16:25,00:16:27,0.719,Noise
00:16:29,00:16:31,0.047,Noise
00:16:33,00:16:35,0.543,Noise
00:16:36,00:16:38,0.203,Noise
00:16:40,00:16:42,0.281,Noise
00:16:43,00:16:45,0.012,Noise
00:16:47,00:16:49,0.008,Noise
00:16:51,00:16:53,0.008,Noise
00:16:54,00:16:56,0.004,Noise
00:16:58,00:17:00,0.008,Noise
00:17:01,00:17:03,0.145,Noise
00:17:05,00:17:07,0.211,Noise
00:17:08,00:17:10,0.375,Noise
00:17:12,00:17:14,0.066,Noise
00:17:16,00:17:18,0.281,Noise
00:17:19,00:17:21,0.293,Noise
00:17:23,00:17:25,0.02,Noise
00:17:26,00:17:28,0.062,Noise
00:17:30,00:17:32,0.105,Noise
00:17:34,00:17:36,0.32,Noise
00:17:37,00:17:39,0.598,Noise
00:17:41,00:17:43,0.07,Noise
00:17:44,00:17:46,0.066,Noise
00:17:48,00:17:50,0.145,Noise
00:17:52,00:17:53,0.191,Noise
00:17:55,00:17:57,0.008,Noise
00:17:59,00:18:01,0.062,Noise
00:18:02,00:18:04,0.277,Noise
00:18:06,00:18:08,0.066,Noise
00:18:09,00:18:11,0.047,Noise
00:18:13,00:18:15,0.016,Noise
00:18:17,00:18:19,0.988,LNT
00:18:20,00:18:22,0.996,LNT
00:18:24,00:18:26,0.883,LNT
00:18:27,00:18:29,0.996,LNT
00:18:31,00:18:33,0.996,LNT
00:18:35,00:18:36,0.996,LNT
00:18:38,00:18:40,0.969,LNT
00:18:42,00:18:44,0.98,LNT
00:18:45,00:18:47,0.988,LNT
00:18:49,00:18:51,0.988,LNT
00:18:52,00:18:54,0.98,LNT
00:18:56,00:18:58,0.953,LNT
00:19:00,00:19:02,0.996,LNT
00:19:03,00:19:05,0.996,LNT
00:19:07,00:19:09,0.953,LNT
00:19:10,00:19:12,0.969,LNT
00:19:14,00:19:16,0.953,LNT
00:19:18,00:19:19,0.996,LNT
00:19:21,00:19:23,0.969,LNT
00:19:25,00:19:27,0.98,LNT
00:19:28,00:19:30,0.969,LNT
00:19:32,00:19:34,0.996,LNT
00:19:35,00:19:37,0.988,LNT
00:19:39,00:19:41,0.996,LNT
00:19:43,00:19:45,0.98,LNT
00:19:46,00:19:48,0.98,LNT
00:19:50,00:19:52,0.992,LNT
00:19:53,00:19:55,0.98,LNT
00:19:57,00:19:59,0.969,LNT
00:20:01,00:20:02,0.992,LNT
00:20:04,00:20:06,0.953,LNT
00:20:08,00:20:10,0.965,LNT
00:20:11,00:20:13,0.988,LNT
00:20:15,00:20:17,0,Noise
00:20:18,00:20:20,0.0,Noise
00:20:22,00:20:24,0.0,Noise
00:20:26,00:20:28,0.0,Noise
00:20:29,00:20:31,0.0,Noise
00:20:33,00:20:35,0.0,Noise
00:20:36,00:20:38,0.0,Noise
00:20:40,00:20:42,0.0,Noise
00:20:44,00:20:46,0.0,Noise
00:20:47,00:20:49,0.0,Noise
00:20:51,00:20:53,0.0,Noise
00:20:54,00:20:56,0.0,Noise
00:20:58,00:21:00,0.0,Noise
00:21:01,00:21:03,0.0,Noise
00:21:05,00:21:07,0.0,Noise
00:21:09,00:21:11,0.0,Noise
00:21:12,00:21:14,0.0,Noise
00:21:16,00:21:18,0.426,Noise
00:21:19,00:21:21,0.551,Noise
00:21:23,00:21:25,0.02,Noise
00:21:27,00:21:29,0.262,Noise
00:21:30,00:21:32,0.094,Noise
00:21:34,00:21:36,0.73,Noise
00:21:37,00:21:39,0.98,Noise
00:21:41,00:21:43,0.68,Noise
00:21:44,00:21:46,0.027,Noise
00:21:48,00:21:50,0.434,Noise
00:21:52,00:21:54,0.184,Noise
00:21:55,00:21:57,0.93,Noise
00:21:59,00:22:01,0.98,Noise
00:22:02,00:22:04,0.043,Noise
00:22:06,00:22:08,0.711,Noise
00:22:10,00:22:12,0.328,Noise
00:22:13,00:22:15,0.0,Noise
00:22:17,00:22:19,0.0,Noise
00:22:20,00:22:22,0.0,Noise
00:22:24,00:22:26,0.004,Noise
00:22:27,00:22:29,0.0,Noise
00:22:31,00:22:33,0.0,Noise
00:22:35,00:22:37,0.0,Noise
00:22:38,00:22:40,0.0,Noise
00:22:42,00:22:44,0.0,Noise
00:22:45,00:22:47,0.0,Noise
00:22:49,00:22:51,0.0,Noise
00:22:53,00:22:55,0.0,Noise
00:22:56,00:22:58,0.0,Noise
00:23:00,00:23:02,0.0,Noise
00:23:03,00:23:05,0.0,Noise
00:23:07,00:23:09,0.0,Noise
00:23:10,00:23:12,0.0,Noise
00:23:14,00:23:16,0.004,Noise
00:23:18,00:23:20,0.0,Noise
00:23:21,00:23:23,0.0,Noise
00:23:25,00:23:27,0.004,Noise
00:23:28,00:23:30,0.0,Noise
00:23:32,00:23:34,0.0,Noise
00:23:36,00:23:38,0.004,Noise
00:23:39,00:23:41,0.0,Noise
00:23:43,00:23:45,0.0,Noise
00:23:46,00:23:48,0.004,Noise
00:23:50,00:23:52,0.0,Noise
00:23:53,00:23:55,0.004,Noise
00:23:57,00:23:59,0.004,Noise
00:24:01,00:24:03,0.0,Noise
00:24:04,00:24:06,0.0,Noise
00:24:08,00:24:10,0.0,Noise
00:24:11,00:24:13,0.0,Noise
00:24:15,00:24:17,0.996,LNT
00:24:19,00:24:21,0.996,LNT
00:24:22,00:24:24,0.703,LNT
00:24:26,00:24:28,0.996,LNT
00:24:29,00:24:31,0.996,LNT
00:24:33,00:24:35,0.98,LNT
00:24:37,00:24:38,0.93,LNT
00:24:40,00:24:42,0.996,LNT
00:24:44,00:24:46,0.996,LNT
00:24:47,00:24:49,0.996,LNT
00:24:51,00:24:53,0.996,LNT
00:24:54,00:24:56,0.996,LNT
00:24:58,00:25:00,0.996,LNT
00:25:02,00:25:04,0.996,LNT
00:25:05,00:25:07,0.898,LNT
00:25:09,00:25:11,0.996,LNT
00:25:12,00:25:14,0.996,LNT
00:25:16,00:25:18,0.605,LNT
00:25:20,00:25:21,0.898,LNT
00:25:23,00:25:25,0.996,LNT
00:25:27,00:25:29,0.848,LNT
00:25:30,00:25:32,0.004,LNT
00:25:34,00:25:36,0.016,LNT
00:25:37,00:25:39,0.703,LNT
00:25:41,00:25:43,0,LNT
00:25:45,00:25:47,0.004,LNT
00:25:48,00:25:50,0.004,LNT
00:25:52,00:25:54,0.297,LNT
00:25:55,00:25:57,0.605,LNT
00:25:59,00:26:01,0,LNT
00:26:03,00:26:04,0.68,LNT
00:26:06,00:26:08,0.898,LNT
00:26:10,00:26:12,0.004,LNT
00:26:13,00:26:15,0.98,LNT
00:26:17,00:26:19,0.773,MNT
00:26:20,00:26:22,0.992,MNT
00:26:24,00:26:26,0.578,MNT
00:26:28,00:26:30,0.984,MNT
00:26:31,00:26:33,0.93,MNT
00:26:35,00:26:37,0.996,MNT
00:26:38,00:26:40,0.992,MNT
00:26:42,00:26:44,0.996,MNT
00:26:46,00:26:47,0.992,MNT
00:26:49,00:26:51,0.996,MNT
00:26:53,00:26:55,0.988,MNT
00:26:56,00:26:58,0.988,MNT
00:27:00,00:27:02,0.996,MNT
00:27:03,00:27:05,0.988,MNT
00:27:07,00:27:09,0.996,MNT
00:27:11,00:27:13,0.16,MNT
00:27:14,00:27:16,0.969,MNT
00:27:18,00:27:20,0.977,MNT
00:27:21,00:27:23,0.992,MNT
00:27:25,00:27:27,0.988,MNT
00:27:29,00:27:30,0.797,MNT
00:27:32,00:27:34,0.996,MNT
00:27:36,00:27:38,0.484,MNT
00:27:39,00:27:41,0.996,MNT
00:27:43,00:27:45,0.949,MNT
00:27:46,00:27:48,0.926,MNT
00:27:50,00:27:52,0.988,MNT
00:27:54,00:27:56,0.992,MNT
00:27:57,00:27:59,0.996,MNT
00:28:01,00:28:03,0.996,MNT
00:28:04,00:28:06,0.996,MNT
00:28:08,00:28:10,0.996,MNT
00:28:12,00:28:14,0.996,MNT
00:28:15,00:28:17,0.887,MNT
00:28:19,00:28:21,0.988,MNT
00:28:22,00:28:24,0.062,MNT
00:28:26,00:28:28,0.145,MNT
00:28:29,00:28:31,0.836,MNT
00:28:33,00:28:35,0.488,MNT
00:28:37,00:28:39,0.996,MNT
00:28:40,00:28:42,0.828,MNT
00:28:44,00:28:46,0.953,MNT
00:28:47,00:28:49,0.016,MNT
00:28:51,00:28:53,0.457,MNT
00:28:55,00:28:57,0.457,MNT
00:28:58,00:29:00,0.273,MNT
00:29:02,00:29:04,0.695,MNT
00:29:05,00:29:07,0.996,MNT
00:29:09,00:29:11,0.996,MNT
00:29:12,00:29:14,0.094,MNT
00:29:16,00:29:18,0.41,MNT
00:29:20,00:29:22,0.266,MNT
00:29:23,00:29:25,0.004,MNT
00:29:27,00:29:29,0.387,MNT
00:29:30,00:29:32,0.996,MNT
00:29:34,00:29:36,0.996,MNT
00:29:38,00:29:40,0.578,MNT
00:29:41,00:29:43,0.871,MNT
00:29:45,00:29:47,0.668,MNT
00:29:48,00:29:50,0.387,MNT
00:29:52,00:29:54,0.992,MNT
00:29:55,00:29:57,0.93,MNT
00:29:59,00:30:01,0.969,MNT
00:30:03,00:30:05,0.883,MNT
00:30:06,00:30:08,0.988,MNT
00:30:10,00:30:12,0.898,MNT
00:30:13,00:30:15,0.902,MNT
00:30:17,00:30:19,0.004,Noise
00:30:21,00:30:23,0.0,Noise
00:30:24,00:30:26,0.004,Noise
00:30:28,00:30:30,0.004,Noise
00:30:31,00:30:33,0.004,Noise
00:30:35,00:30:37,0.004,Noise
00:30:38,00:30:40,0.004,Noise
00:30:42,00:30:44,0.004,Noise
00:30:46,00:30:48,0.0,Noise
00:30:49,00:30:51,0.0,Noise
00:30:53,00:30:55,-0.004,Noise
00:30:56,00:30:58,0.0,Noise
00:31:00,00:31:02,0.0,Noise
00:31:04,00:31:06,0.0,Noise
00:31:07,00:31:09,0.0,Noise
00:31:11,00:31:13,0.0,Noise
00:31:14,00:31:16,0.0,Noise
00:31:18,00:31:20,0.0,Noise
00:31:21,00:31:23,0.0,Noise
00:31:25,00:31:27,0.0,Noise
00:31:29,00:31:31,0.004,Noise
00:31:32,00:31:34,0.004,Noise
00:31:36,00:31:38,0.004,Noise
00:31:39,00:31:41,0.0,Noise
00:31:43,00:31:45,0.0,Noise
00:31:47,00:31:49,0.0,Noise
00:31:50,00:31:52,0.0,Noise
00:31:54,00:31:56,0.004,Noise
00:31:57,00:31:59,0.133,Noise
00:32:01,00:32:03,0.004,Noise
00:32:05,00:32:06,0.0,Noise
00:32:08,00:32:10,0.004,Noise
00:32:12,00:32:14,0.0,Noise
00:32:15,00:32:17,0.164,Noise
00:32:19,00:32:21,0.074,Noise
00:32:22,00:32:24,0.156,Noise
00:32:26,00:32:28,0.516,Noise
00:32:30,00:32:32,0.027,Noise
00:32:33,00:32:35,0.109,Noise
00:32:37,00:32:39,0.121,Noise
00:32:40,00:32:42,0.059,Noise
00:32:44,00:32:46,0.16,Noise
00:32:48,00:32:49,0.145,Noise
00:32:51,00:32:53,0.867,Noise
00:32:55,00:32:57,0.934,Noise
00:32:58,00:33:00,0.129,Noise
00:33:02,00:33:04,0.152,Noise
00:33:05,00:33:07,0.98,Noise
00:33:09,00:33:11,0.059,Noise
00:33:13,00:33:15,0.602,Noise
00:33:16,00:33:18,0.176,Noise
00:33:20,00:33:22,0.117,Noise
00:33:23,00:33:25,0.215,Noise
00:33:27,00:33:29,0.406,Noise
00:33:31,00:33:32,0.309,Noise
00:33:34,00:33:36,0.035,Noise
00:33:38,00:33:40,0.219,Noise
00:33:41,00:33:43,0.023,Noise
00:33:45,00:33:47,0.789,Noise
00:33:48,00:33:50,0.129,Noise
00:33:52,00:33:54,0.047,Noise
00:33:56,00:33:58,0.836,Noise
00:33:59,00:34:01,0.227,Noise
00:34:03,00:34:05,0.211,Noise
00:34:06,00:34:08,0.039,Noise
00:34:10,00:34:12,0.086,Noise
00:34:14,00:34:15,0.102,Noise
00:34:17,00:34:19,0.004,LNT
00:34:21,00:34:23,0.605,LNT
00:34:24,00:34:26,0.102,LNT
00:34:28,00:34:30,0.848,LNT
00:34:31,00:34:33,0.449,LNT
00:34:35,00:34:37,0.996,LNT
00:34:39,00:34:41,0.004,LNT
00:34:42,00:34:44,0.703,LNT
00:34:46,00:34:48,0.93,LNT
00:34:49,00:34:51,0.996,LNT
00:34:53,00:34:55,0.152,LNT
00:34:57,00:34:58,0.004,LNT
00:35:00,00:35:02,0.098,LNT
00:35:04,00:35:06,0.102,LNT
00:35:07,00:35:09,0.93,LNT
00:35:11,00:35:13,0.004,LNT
00:35:14,00:35:16,0.98,LNT
00:35:18,00:35:20,0.996,LNT
00:35:22,00:35:24,0.949,LNT
00:35:25,00:35:27,0.996,LNT
00:35:29,00:35:31,0.996,LNT
00:35:32,00:35:34,0.996,LNT
00:35:36,00:35:38,0.996,LNT
00:35:40,00:35:42,0.996,LNT
00:35:43,00:35:45,0.953,LNT
00:35:47,00:35:49,0.996,LNT
00:35:50,00:35:52,0.996,LNT
00:35:54,00:35:56,0.996,LNT
00:35:57,00:35:59,0.996,LNT
00:36:01,00:36:03,0.996,LNT
00:36:05,00:36:07,0.969,LNT
00:36:08,00:36:10,0.996,LNT
00:36:12,00:36:14,0.895,LNT
00:36:15,00:36:17,0.0,Noise
00:36:19,00:36:21,0.0,Noise
00:36:23,00:36:25,0.0,Noise
00:36:26,00:36:28,0.0,Noise
00:36:30,00:36:32,0.0,Noise
00:36:33,00:36:35,0.0,Noise
00:36:37,00:36:39,0.0,Noise
00:36:40,00:36:42,0.0,Noise
00:36:44,00:36:46,0.0,Noise
00:36:48,00:36:50,0.004,Noise
00:36:51,00:36:53,0.0,Noise
00:36:55,00:36:57,0.0,Noise
00:36:58,00:37:00,0.0,Noise
00:37:02,00:37:04,0.004,Noise
00:37:06,00:37:08,0.0,Noise
00:37:09,00:37:11,0.0,Noise
00:37:13,00:37:15,0.0,Noise
00:37:16,00:37:18,0.402,Noise
00:37:20,00:37:22,0.152,Noise
00:37:23,00:37:25,0.0,Noise
00:37:27,00:37:29,0.227,Noise
00:37:31,00:37:33,0.051,Noise
00:37:34,00:37:36,0.0,Noise
00:37:38,00:37:40,0.156,Noise
00:37:41,00:37:43,0.387,Noise
00:37:45,00:37:47,0.102,Noise
00:37:49,00:37:51,0.262,Noise
00:37:52,00:37:54,0.777,Noise
00:37:56,00:37:58,0.367,Noise
00:37:59,00:38:01,0.402,Noise
00:38:03,00:38:05,0.227,Noise
00:38:06,00:38:08,0.371,Noise
00:38:10,00:38:12,0.012,Noise
00:38:14,00:38:16,0.008,Noise
00:38:17,00:38:19,0.0,Noise
00:38:21,00:38:23,0.0,Noise
00:38:24,00:38:26,0.0,Noise
00:38:28,00:38:30,0.016,Noise
00:38:32,00:38:34,0.062,Noise
00:38:35,00:38:37,0.121,Noise
00:38:39,00:38:41,0.0,Noise
00:38:42,00:38:44,0.008,Noise
00:38:46,00:38:48,0.004,Noise
00:38:50,00:38:51,0.004,Noise
00:38:53,00:38:55,0.0,Noise
00:38:57,00:38:59,0.004,Noise
00:39:00,00:39:02,0.02,Noise
00:39:04,00:39:06,0.008,Noise
00:39:07,00:39:09,0.004,Noise
00:39:11,00:39:13,0.008,Noise
00:39:15,00:39:17,0.0,Noise
00:39:18,00:39:20,0.0,Noise
00:39:22,00:39:24,0.0,Noise
00:39:25,00:39:27,0.004,Noise
00:39:29,00:39:31,0.0,Noise
00:39:33,00:39:34,0.0,Noise
00:39:36,00:39:38,0.0,Noise
00:39:40,00:39:42,0.004,Noise
00:39:43,00:39:45,0.0,Noise
00:39:47,00:39:49,0.0,Noise
00:39:50,00:39:52,0.0,Noise
00:39:54,00:39:56,0.0,Noise
00:39:58,00:40:00,0.0,Noise
00:40:01,00:40:03,0.0,Noise
00:40:05,00:40:07,0.0,Noise
00:40:08,00:40:10,0.0,Noise
00:40:12,00:40:14,0.0,Noise
00:40:16,00:40:17,0.992,MNT
00:40:19,00:40:21,0.996,MNT
00:40:23,00:40:25,0.996,MNT
00:40:26,00:40:28,0.996,MNT
00:40:30,00:40:32,0.996,MNT
00:40:33,00:40:35,0.977,MNT
00:40:37,00:40:39,0.996,MNT
00:40:41,00:40:43,0.996,MNT
00:40:44,00:40:46,0.953,MNT
00:40:48,00:40:50,0.992,MNT
00:40:51,00:40:53,0.992,MNT
00:40:55,00:40:57,0.996,MNT
00:40:59,00:41:00,0.996,MNT
00:41:02,00:41:04,0.992,MNT
00:41:06,00:41:08,0.996,MNT
00:41:09,00:41:11,0.996,MNT
00:41:13,00:41:15,0.996,MNT
00:41:16,00:41:18,0.953,MNT
00:41:20,00:41:22,0.977,MNT
00:41:24,00:41:26,0.996,MNT
00:41:27,00:41:29,0.996,MNT
00:41:31,00:41:33,0.992,MNT
00:41:34,00:41:36,0.984,MNT
00:41:38,00:41:40,0.996,MNT
00:41:42,00:41:43,0.996,MNT
