start,end,score
00:35:45,00:35:47,0.918,LNT
00:35:48,00:35:50,0.953,LNT
00:35:51,00:35:53,0.996,LNT
00:35:55,00:35:57,0.996,LNT
00:35:58,00:36:00,0.996,LNT
00:36:01,00:36:03,0.969,LNT
00:36:04,00:36:06,0.996,LNT
00:36:07,00:36:09,0.926,LNT
00:36:10,00:36:12,0.996,LNT
00:36:13,00:36:15,0.844,LNT
00:36:16,00:36:18,0.008,Noise
00:36:19,00:36:21,0.004,Noise
00:36:22,00:36:24,0.004,Noise
00:36:25,00:36:27,0.016,Noise
00:36:28,00:36:30,0.008,Noise
00:36:31,00:36:33,0.004,Noise
00:36:34,00:36:36,0.008,Noise
00:36:38,00:36:40,0.008,Noise
00:36:41,00:36:43,0.004,Noise
00:36:44,00:36:46,0.004,Noise
00:36:47,00:36:49,0.004,Noise
00:36:50,00:36:52,0.004,Noise
00:36:53,00:36:55,0.004,Noise
00:36:56,00:36:58,0.004,Noise
00:36:59,00:37:01,0.004,Noise
00:37:02,00:37:04,0.004,Noise
00:37:05,00:37:07,0.004,Noise
00:37:08,00:37:10,0.004,Noise
00:37:11,00:37:13,0.004,Noise
00:37:14,00:37:16,0.004,Noise
00:37:17,00:37:19,0.004,Noise
00:37:21,00:37:23,0.008,Noise
00:37:24,00:37:26,0.004,Noise
00:37:27,00:37:29,0.004,Noise
00:37:30,00:37:32,0.02,Noise
00:37:33,00:37:35,0.008,Noise
00:37:36,00:37:38,0.008,Noise
00:37:39,00:37:41,0.004,Noise
00:37:42,00:37:44,0.016,Noise
00:37:45,00:37:47,0.02,Noise
00:37:48,00:37:50,0.004,Noise
00:37:51,00:37:53,0.012,Noise
00:37:54,00:37:56,0.004,Noise
00:37:57,00:37:59,0.016,Noise
00:38:00,00:38:02,0.004,Noise
00:38:04,00:38:06,0.004,Noise
00:38:07,00:38:09,0.016,Noise
00:38:10,00:38:12,0.012,Noise
00:38:13,00:38:15,0.043,Noise
00:38:16,00:38:18,0.004,Noise
00:38:19,00:38:21,0.082,Noise
00:38:22,00:38:24,0.77,Noise
00:38:25,00:38:27,0.887,Noise
00:38:28,00:38:30,0.047,Noise
00:38:31,00:38:33,0.41,Noise
00:38:34,00:38:36,0.355,Noise
00:38:37,00:38:39,0.328,Noise
00:38:40,00:38:42,0.59,Noise
00:38:43,00:38:45,0.617,Noise
00:38:47,00:38:49,0.617,Noise
00:38:50,00:38:52,0.004,Noise
00:38:53,00:38:55,0.004,Noise
00:38:56,00:38:58,0.02,Noise
00:38:59,00:39:01,0.156,Noise
00:39:02,00:39:04,0.41,Noise
00:39:05,00:39:07,0.211,Noise
00:39:08,00:39:10,0.301,Noise
00:39:11,00:39:13,0,Noise
00:39:14,00:39:16,0.23,Noise
00:39:17,00:39:19,0.043,Noise
00:39:20,00:39:22,0.031,Noise
00:39:23,00:39:25,0.02,Noise
00:39:26,00:39:29,0.031,Noise
00:39:30,00:39:32,0.023,Noise
00:39:33,00:39:35,0.016,Noise
00:39:36,00:39:38,0.055,Noise
00:39:39,00:39:41,0.016,Noise
00:39:42,00:39:44,0.023,Noise
00:39:45,00:39:47,0.016,Noise
00:39:48,00:39:50,0.008,Noise
00:39:51,00:39:53,0.027,Noise
00:39:54,00:39:56,0.027,Noise
00:39:57,00:39:59,0.059,Noise
00:40:00,00:40:02,0.027,Noise
00:40:03,00:40:05,0.023,Noise
00:40:06,00:40:08,0.129,Noise
00:40:10,00:40:12,0.027,Noise
00:40:13,00:40:15,0.035,Noise
00:40:16,00:40:18,0.871,MNT
00:40:19,00:40:21,0.984,MNT
00:40:22,00:40:24,0.926,MNT
00:40:25,00:40:27,0.941,MNT
00:40:28,00:40:30,0.953,MNT
00:40:31,00:40:33,0.906,MNT
00:40:34,00:40:36,0.977,MNT
00:40:37,00:40:39,0.992,MNT
00:40:40,00:40:42,0.746,MNT
00:40:43,00:40:45,0.898,MNT
00:40:46,00:40:48,0.906,MNT
00:40:49,00:40:51,0.98,MNT
00:40:53,00:40:55,0.98,MNT
00:40:56,00:40:58,0.996,MNT
00:40:59,00:41:01,0.977,MNT
00:41:02,00:41:04,0.977,MNT
00:41:05,00:41:07,0.988,MNT
00:41:08,00:41:10,0.809,MNT
00:41:11,00:41:13,0.98,MNT
00:41:14,00:41:16,0.992,MNT
00:41:17,00:41:19,0.973,MNT
00:41:20,00:41:22,0.984,MNT
00:41:23,00:41:25,0.992,MNT
00:41:26,00:41:28,0.965,MNT
00:41:29,00:41:31,0.988,MNT
00:41:32,00:41:34,0.961,MNT
00:41:36,00:41:38,0.957,MNT
00:41:39,00:41:41,0.887,MNT
00:41:42,00:41:44,0.996,MNT
00:41:45,00:41:47,0.996,MNT
00:41:48,00:41:50,0.953,MNT
00:41:51,00:41:53,0.988,MNT
00:41:54,00:41:56,0.973,MNT
00:41:57,00:41:59,0.871,MNT
00:42:00,00:42:02,0.859,MNT
00:42:03,00:42:05,0.992,MNT
00:42:06,00:42:08,0.898,MNT
00:42:09,00:42:11,0.98,MNT
00:42:12,00:42:14,0.965,MNT
00:42:15,00:42:17,0.941,MNT
00:42:19,00:42:21,0.828,MNT
00:42:22,00:42:24,0.41,MNT
00:42:25,00:42:27,0.789,MNT
00:42:28,00:42:30,0.996,MNT
00:42:31,00:42:33,0.996,MNT
00:42:34,00:42:36,0.918,MNT
00:42:37,00:42:39,0.945,MNT
00:42:40,00:42:42,0.789,MNT
00:42:43,00:42:45,0.965,MNT
00:42:46,00:42:48,0.988,MNT
00:42:49,00:42:51,0.859,MNT
00:42:52,00:42:54,0.941,MNT
00:42:55,00:42:57,0.59,MNT
00:42:58,00:43:00,0.98,MNT
00:43:02,00:43:04,0.906,MNT
00:43:05,00:43:07,0.961,MNT
00:43:08,00:43:10,0.809,MNT
00:43:11,00:43:13,0.699,MNT
00:43:14,00:43:16,0.699,MNT
00:43:17,00:43:19,0.992,MNT
00:43:20,00:43:22,0.699,MNT
00:43:23,00:43:25,0.844,MNT
00:43:26,00:43:28,0.828,MNT
00:43:29,00:43:31,0.996,MNT
00:43:32,00:43:34,0.887,MNT
00:43:35,00:43:37,0.992,MNT
00:43:38,00:43:40,0.969,MNT
00:43:41,00:43:43,0.918,MNT
00:43:45,00:43:47,0.953,MNT
00:43:48,00:43:50,0.941,MNT
00:43:51,00:43:53,0.961,MNT
00:43:54,00:43:56,0.98,MNT
00:43:57,00:43:59,0.98,MNT
00:44:00,00:44:02,0.961,MNT
00:44:03,00:44:05,0.746,MNT
00:44:06,00:44:08,0,MNT
00:44:09,00:44:11,0.723,MNT
00:44:12,00:44:14,0.871,MNT
00:44:15,00:44:17,0.074,Noise
00:44:18,00:44:20,0.004,Noise
00:44:21,00:44:23,0.004,Noise
00:44:24,00:44:26,0.004,Noise
00:44:28,00:44:30,0.004,Noise
00:44:31,00:44:33,0.004,Noise
00:44:34,00:44:36,0.004,Noise
00:44:37,00:44:39,0.004,Noise
00:44:40,00:44:42,0.004,Noise
00:44:43,00:44:45,0.004,Noise
00:44:46,00:44:48,0.004,Noise
00:44:49,00:44:51,0.004,Noise
00:44:52,00:44:54,0.004,Noise
00:44:55,00:44:57,0.004,Noise
00:44:58,00:45:00,0.004,Noise
00:45:01,00:45:03,0.004,Noise
00:45:04,00:45:06,0.004,Noise
00:45:07,00:45:10,0.004,Noise
00:45:11,00:45:13,0.004,Noise
00:45:14,00:45:16,0.004,Noise
00:45:17,00:45:19,0.004,Noise
00:45:20,00:45:22,0.004,Noise
00:45:23,00:45:25,0.004,Noise
00:45:26,00:45:28,0.004,Noise
00:45:29,00:45:31,0.004,Noise
00:45:32,00:45:34,0.004,Noise
00:45:35,00:45:37,0.008,Noise
00:45:38,00:45:40,0.004,Noise
00:45:41,00:45:43,0.004,Noise
00:45:44,00:45:46,0.004,Noise
00:45:47,00:45:49,0.004,Noise
00:45:50,00:45:53,0.004,Noise
00:45:54,00:45:56,0.004,Noise
00:45:57,00:45:59,0.004,Noise
00:46:00,00:46:02,0.004,Noise
00:46:03,00:46:05,0.004,Noise
00:46:06,00:46:08,0.004,Noise
00:46:09,00:46:11,0.004,Noise
00:46:12,00:46:14,0.004,Noise
00:46:15,00:46:17,0.156,ENT
00:46:18,00:46:20,0.047,ENT
00:46:21,00:46:23,0.004,ENT
00:46:24,00:46:26,0.23,ENT
00:46:27,00:46:29,0.723,ENT
00:46:30,00:46:32,0.301,ENT
00:46:34,00:46:36,0.645,ENT
00:46:37,00:46:39,0.059,ENT
00:46:40,00:46:42,0,ENT
00:46:43,00:46:45,0.254,ENT
00:46:46,00:46:48,0.23,ENT
00:46:49,00:46:51,0.082,ENT
00:46:52,00:46:54,0,ENT
00:46:55,00:46:57,0.301,ENT
00:46:58,00:47:00,0.102,ENT
00:47:01,00:47:03,0.074,ENT
00:47:04,00:47:06,0.355,ENT
00:47:07,00:47:09,0.441,ENT
00:47:10,00:47:12,0.469,ENT
00:47:13,00:47:15,0.355,ENT
00:47:17,00:47:19,0.746,ENT
00:47:20,00:47:22,0.156,ENT
00:47:23,00:47:25,0.043,ENT
00:47:26,00:47:28,0.082,ENT
00:47:29,00:47:31,0.301,ENT
00:47:32,00:47:34,0.469,ENT
00:47:35,00:47:37,0.746,ENT
00:47:38,00:47:40,0.004,ENT
00:47:41,00:47:43,0.113,ENT
00:47:44,00:47:46,0.191,ENT
00:47:47,00:47:49,0.645,ENT
00:47:50,00:47:52,0.559,ENT
00:47:53,00:47:55,0.469,ENT
00:47:56,00:47:58,0.469,ENT
00:48:00,00:48:02,0,ENT
00:48:03,00:48:05,0.172,ENT
00:48:06,00:48:08,0.301,ENT
00:48:09,00:48:11,0.383,ENT
00:48:12,00:48:14,0.672,ENT
00:48:15,00:48:17,0.254,ENT
00:48:18,00:48:20,0.441,ENT
00:48:21,00:48:23,0.039,ENT
00:48:24,00:48:26,0.035,ENT
00:48:27,00:48:29,0.035,ENT
00:48:30,00:48:32,0.77,ENT
00:48:33,00:48:35,0.156,ENT
00:48:36,00:48:38,0.469,ENT
00:48:39,00:48:41,0.039,ENT
00:48:43,00:48:45,0.023,ENT
00:48:46,00:48:48,0.016,ENT
00:48:49,00:48:51,0.008,ENT
00:48:52,00:48:54,0.074,ENT
00:48:55,00:48:57,0.141,ENT
00:48:58,00:49:00,0.191,ENT
00:49:01,00:49:03,0.066,ENT
00:49:04,00:49:06,0.027,ENT
00:49:07,00:49:09,0.039,ENT
00:49:10,00:49:12,0.141,ENT
00:49:13,00:49:15,0.102,ENT
00:49:16,00:49:18,0.094,ENT
00:49:19,00:49:21,0.074,ENT
00:49:22,00:49:24,0.047,ENT
00:49:26,00:49:28,0.082,ENT
00:49:29,00:49:31,0.082,ENT
00:49:32,00:49:34,0.23,ENT
00:49:35,00:49:37,0.102,ENT
00:49:38,00:49:40,0.113,ENT
00:49:41,00:49:43,0.059,ENT
00:49:44,00:49:46,0.156,ENT
00:49:47,00:49:49,0.02,ENT
00:49:50,00:49:52,0.469,ENT
00:49:53,00:49:55,0.043,ENT
00:49:56,00:49:58,0.211,ENT
00:49:59,00:50:01,0.113,ENT
00:50:02,00:50:04,0.016,ENT
00:50:05,00:50:07,0.016,ENT
00:50:09,00:50:11,0.074,ENT
00:50:12,00:50:14,0.082,ENT
00:50:15,00:50:17,0.016,Noise
00:50:18,00:50:20,0.012,Noise
00:50:21,00:50:23,0.004,Noise
00:50:24,00:50:26,0.008,Noise
00:50:27,00:50:29,0.008,Noise
00:50:30,00:50:32,0.012,Noise
00:50:33,00:50:35,0.004,Noise
00:50:36,00:50:38,0.008,Noise
00:50:39,00:50:41,0.008,Noise
00:50:42,00:50:44,0.004,Noise
00:50:45,00:50:47,0.004,Noise
00:50:48,00:50:50,0.004,Noise
00:50:52,00:50:54,0.004,Noise
00:50:55,00:50:57,0.004,Noise
00:50:58,00:51:00,0.004,Noise
00:51:01,00:51:03,0.004,Noise
00:51:04,00:51:06,0.004,Noise
00:51:07,00:51:09,0.004,Noise
00:51:10,00:51:12,0.004,Noise
00:51:13,00:51:15,0.004,Noise
00:51:16,00:51:18,0.277,Noise
00:51:19,00:51:21,0.031,Noise
00:51:22,00:51:24,0.082,Noise
00:51:25,00:51:27,0.066,Noise
00:51:28,00:51:30,0.039,Noise
00:51:31,00:51:34,0.043,Noise
00:51:35,00:51:37,0.113,Noise
00:51:38,00:51:40,0.031,Noise
00:51:41,00:51:43,0.043,Noise
00:51:44,00:51:46,0.023,Noise
00:51:47,00:51:49,0.023,Noise
00:51:50,00:51:52,0.008,Noise
00:51:53,00:51:55,0.004,Noise
00:51:56,00:51:58,0.023,Noise
00:51:59,00:52:01,0.012,Noise
00:52:02,00:52:04,0.141,Noise
00:52:05,00:52:07,0.23,Noise
00:52:08,00:52:10,0.066,Noise
00:52:11,00:52:13,0.41,Noise
00:52:15,00:52:17,0.141,Noise
00:52:18,00:52:20,0.277,Noise
00:52:21,00:52:23,0.004,Noise
00:52:24,00:52:26,0.129,Noise
00:52:27,00:52:29,0.789,Noise
00:52:30,00:52:32,0.301,Noise
00:52:33,00:52:35,0.254,Noise
00:52:36,00:52:38,0.172,Noise
00:52:39,00:52:41,0.113,Noise
00:52:42,00:52:44,0.129,Noise
00:52:45,00:52:47,0.082,Noise
00:52:48,00:52:50,0.047,Noise
00:52:51,00:52:53,0.211,Noise
00:52:54,00:52:56,0.59,Noise
00:52:58,00:53:00,0.789,Noise
00:53:01,00:53:03,0.992,Noise
00:53:04,00:53:06,0.887,Noise
00:53:07,00:53:09,0.746,Noise
00:53:10,00:53:12,0.617,Noise
00:53:13,00:53:15,0.898,Noise
00:53:16,00:53:18,0.02,Noise
00:53:19,00:53:21,0.031,Noise
00:53:22,00:53:24,0.035,Noise
00:53:25,00:53:27,0.02,Noise
00:53:28,00:53:30,0.016,Noise
00:53:31,00:53:33,0.02,Noise
00:53:34,00:53:36,0.027,Noise
00:53:37,00:53:39,0.035,Noise
00:53:41,00:53:43,0.094,Noise
00:53:44,00:53:46,0.055,Noise
00:53:47,00:53:49,0.066,Noise
00:53:50,00:53:52,0.035,Noise
00:53:53,00:53:55,0.027,Noise
00:53:56,00:53:58,0.047,Noise
00:53:59,00:54:01,0.074,Noise
00:54:02,00:54:04,0.035,Noise
00:54:05,00:54:07,0.027,Noise
00:54:08,00:54:10,0.031,Noise
00:54:11,00:54:13,0.027,Noise
00:54:14,00:54:16,0.102,Noise
00:54:17,00:54:19,0.992,ENT
00:54:20,00:54:22,0.996,ENT
00:54:24,00:54:26,0.996,ENT
00:54:27,00:54:29,0.996,ENT
00:54:30,00:54:32,0.996,ENT
00:54:33,00:54:35,0.996,ENT
00:54:36,00:54:38,0.992,ENT
00:54:39,00:54:41,0.992,ENT
00:54:42,00:54:44,0.996,ENT
00:54:45,00:54:47,0.996,ENT
00:54:48,00:54:50,0.992,ENT
00:54:51,00:54:53,0.996,ENT
00:54:54,00:54:56,0.992,ENT
00:54:57,00:54:59,0.992,ENT
00:55:00,00:55:02,0.973,ENT
00:55:03,00:55:05,0.996,ENT
00:55:07,00:55:09,0.98,ENT
00:55:10,00:55:12,0.965,ENT
00:55:13,00:55:15,0.996,ENT
00:55:16,00:55:18,0.988,ENT
00:55:19,00:55:21,0.996,ENT
00:55:22,00:55:24,0.992,ENT
00:55:25,00:55:27,0.809,ENT
00:55:28,00:55:30,0.996,ENT
00:55:31,00:55:33,0.988,ENT
00:55:34,00:55:36,0.984,ENT
00:55:37,00:55:39,0.996,ENT
00:55:40,00:55:42,0.996,ENT
00:55:43,00:55:45,0.996,ENT
00:55:46,00:55:48,0.996,ENT
00:55:50,00:55:52,0.996,ENT
00:55:53,00:55:55,0.996,ENT
00:55:56,00:55:58,0.992,ENT
00:55:59,00:56:01,0.996,ENT
00:56:02,00:56:04,0.996,ENT
00:56:05,00:56:07,0.996,ENT
00:56:08,00:56:10,0.992,ENT
00:56:11,00:56:13,0.996,ENT
00:56:14,00:56:16,0.996,ENT
00:56:17,00:56:19,0.746,ENT
00:56:20,00:56:22,0.699,ENT
00:56:23,00:56:25,0.672,ENT
00:56:26,00:56:28,0.828,ENT
00:56:29,00:56:31,0.645,ENT
00:56:33,00:56:35,0.723,ENT
00:56:36,00:56:38,0.746,ENT
00:56:39,00:56:41,0.859,ENT
00:56:42,00:56:44,0.723,ENT
00:56:45,00:56:47,0.945,ENT
00:56:48,00:56:50,0.945,ENT
00:56:51,00:56:53,0.969,ENT
00:56:54,00:56:56,0.957,ENT
00:56:57,00:56:59,0.953,ENT
00:57:00,00:57:02,0.988,ENT
00:57:03,00:57:05,0.961,ENT
00:57:06,00:57:08,0.996,ENT
00:57:09,00:57:11,0.973,ENT
00:57:12,00:57:14,0.973,ENT
00:57:16,00:57:18,0.977,ENT
00:57:19,00:57:21,0.898,ENT
00:57:22,00:57:24,0.859,ENT
00:57:25,00:57:27,0.699,ENT
00:57:28,00:57:30,0.945,ENT
00:57:31,00:57:33,0.957,ENT
00:57:34,00:57:36,0.953,ENT
00:57:37,00:57:39,0.945,ENT
00:57:40,00:57:42,0.941,ENT
00:57:43,00:57:45,0.934,ENT
00:57:46,00:57:48,0.871,ENT
00:57:49,00:57:51,0.934,ENT
00:57:52,00:57:54,0.859,ENT
00:57:56,00:57:58,0,ENT
00:57:59,00:58:01,0,ENT
00:58:02,00:58:04,0.789,ENT
00:58:05,00:58:07,0.531,ENT
00:58:08,00:58:10,0.906,ENT
00:58:11,00:58:13,0.809,ENT
00:58:14,00:58:16,0.59,ENT
00:58:17,00:58:19,0.859,LNT
00:58:20,00:58:22,0.934,LNT
00:58:23,00:58:25,0.984,LNT
00:58:26,00:58:28,0.871,LNT
00:58:29,00:58:31,0.965,LNT
00:58:32,00:58:34,0.906,LNT
00:58:35,00:58:37,0.898,LNT
00:58:39,00:58:41,0.844,LNT
00:58:42,00:58:44,0.977,LNT
00:58:45,00:58:47,0.996,LNT
00:58:48,00:58:50,0.746,LNT
00:58:51,00:58:53,0.672,LNT
00:58:54,00:58:56,0.996,LNT
00:58:57,00:58:59,0.871,LNT
00:59:00,00:59:02,0.887,LNT
00:59:03,00:59:05,0.973,LNT
00:59:06,00:59:08,0.898,LNT
00:59:09,00:59:11,0.859,LNT
00:59:12,00:59:14,0.77,LNT
00:59:15,00:59:17,0.859,LNT
00:59:18,00:59:20,0.926,LNT
00:59:22,00:59:24,0.617,LNT
00:59:25,00:59:27,0.672,LNT
00:59:28,00:59:30,0.945,LNT
00:59:31,00:59:33,0.699,LNT
00:59:34,00:59:36,0.77,LNT
00:59:37,00:59:39,0.871,LNT
00:59:40,00:59:42,0.996,LNT
00:59:43,00:59:45,0.945,LNT
00:59:46,00:59:48,0.844,LNT
00:59:49,00:59:51,0.355,LNT
00:59:52,00:59:54,0.906,LNT
00:59:55,00:59:57,0.887,LNT
