start,end,score
00:10:47,00:10:51,0.004,Noise
00:10:52,00:10:56,0.0,Noise
00:10:58,00:11:02,0.0,Noise
00:11:04,00:11:08,0.0,Noise
00:11:09,00:11:13,0.0,Noise
00:11:15,00:11:19,0.0,Noise
00:11:20,00:11:25,0.0,Noise
00:11:26,00:11:30,0.004,Noise
00:11:32,00:11:36,0.004,Noise
00:11:37,00:11:41,0.004,Noise
00:11:43,00:11:47,0.0,Noise
00:11:49,00:11:53,0.0,Noise
00:11:54,00:11:58,0.004,Noise
00:12:00,00:12:04,0.004,Noise
00:12:06,00:12:10,0.004,Noise
00:12:11,00:12:15,0.0,Noise
00:12:17,00:12:21,0.0,Noise
00:12:22,00:12:26,0.0,Noise
00:12:28,00:12:32,0.004,Noise
00:12:34,00:12:38,0.0,Noise
00:12:39,00:12:43,0.0,Noise
00:12:45,00:12:49,0.0,Noise
00:12:51,00:12:55,0.0,Noise
00:12:56,00:13:00,0.0,Noise
00:13:02,00:13:06,0.0,Noise
00:13:07,00:13:12,0.0,Noise
00:13:13,00:13:17,0.0,Noise
00:13:19,00:13:23,0.0,Noise
00:13:24,00:13:28,0.0,Noise
00:13:30,00:13:34,0.004,Noise
00:13:36,00:13:40,0.0,Noise
00:13:41,00:13:45,0.0,Noise
00:13:47,00:13:51,0.0,Noise
00:13:53,00:13:57,0.0,Noise
00:13:58,00:14:02,0.0,Noise
00:14:04,00:14:08,0.0,Noise
00:14:09,00:14:13,0.0,Noise
00:14:15,00:14:19,0,LNT
00:14:21,00:14:25,0.617,LNT
00:14:26,00:14:30,0.875,LNT
00:14:32,00:14:36,0.617,LNT
00:14:38,00:14:42,0,LNT
00:14:43,00:14:47,0.277,LNT
00:14:49,00:14:53,0.918,LNT
00:14:54,00:14:59,0.723,LNT
00:15:00,00:15:04,0.383,LNT
00:15:06,00:15:10,0.723,LNT
00:15:11,00:15:15,0.875,LNT
00:15:17,00:15:21,0.949,LNT
00:15:23,00:15:27,0,LNT
00:15:28,00:15:32,0.875,LNT
00:15:34,00:15:38,0.809,LNT
00:15:40,00:15:44,0.125,LNT
00:15:45,00:15:49,0.125,LNT
00:15:51,00:15:55,0.809,LNT
00:15:56,00:16:00,0,LNT
00:16:02,00:16:06,0.617,LNT
00:16:08,00:16:12,0.918,LNT
00:16:13,00:16:17,0.496,LNT
00:16:19,00:16:23,0.102,Noise
00:16:25,00:16:29,0.004,Noise
00:16:30,00:16:34,0.062,Noise
00:16:36,00:16:40,0.031,Noise
00:16:41,00:16:46,0.125,Noise
00:16:47,00:16:51,0.008,Noise
00:16:53,00:16:57,0.02,Noise
00:16:58,00:17:02,0.188,Noise
00:17:04,00:17:08,0.008,Noise
00:17:10,00:17:14,0.188,Noise
00:17:15,00:17:19,0.008,Noise
00:17:21,00:17:25,0.008,Noise
00:17:27,00:17:31,0.027,Noise
00:17:32,00:17:36,0.035,Noise
00:17:38,00:17:42,0.02,Noise
00:17:43,00:17:48,0.016,Noise
00:17:49,00:17:53,0.016,Noise
00:17:55,00:17:59,0.027,Noise
00:18:00,00:18:04,0.023,Noise
00:18:06,00:18:10,0.035,Noise
00:18:12,00:18:16,0.008,Noise
00:18:17,00:18:21,0.98,LNT
00:18:23,00:18:27,0.969,LNT
00:18:28,00:18:33,0.988,LNT
00:18:34,00:18:38,0.992,LNT
00:18:40,00:18:44,0.992,LNT
00:18:45,00:18:49,0.996,LNT
00:18:51,00:18:55,0.996,LNT
00:18:57,00:19:01,0.988,LNT
00:19:02,00:19:06,0.988,LNT
00:19:08,00:19:12,0.992,LNT
00:19:14,00:19:18,0.969,LNT
00:19:19,00:19:23,0.992,LNT
00:19:25,00:19:29,0.996,LNT
00:19:30,00:19:35,0.996,LNT
00:19:36,00:19:40,0.996,LNT
00:19:42,00:19:46,0.996,LNT
00:19:47,00:19:51,0.996,LNT
00:19:53,00:19:57,0.996,LNT
00:19:59,00:20:03,0.996,LNT
00:20:04,00:20:08,0.98,LNT
00:20:10,00:20:14,0.949,LNT
00:20:16,00:20:20,0.016,Noise
00:20:21,00:20:25,0.004,Noise
00:20:27,00:20:31,0.004,Noise
00:20:32,00:20:36,0.0,Noise
00:20:38,00:20:42,0.004,Noise
00:20:44,00:20:48,0.0,Noise
00:20:49,00:20:53,0.004,Noise
00:20:55,00:20:59,0.0,Noise
00:21:01,00:21:05,0.004,Noise
00:21:06,00:21:10,0.004,Noise
00:21:12,00:21:16,0.004,Noise
00:21:17,00:21:22,0.082,Noise
00:21:23,00:21:27,0.0,Noise
00:21:29,00:21:33,0.004,Noise
00:21:34,00:21:38,0.004,Noise
00:21:40,00:21:44,0.004,Noise
00:21:46,00:21:50,0.016,Noise
00:21:51,00:21:55,0.078,Noise
00:21:57,00:22:01,0.438,Noise
00:22:03,00:22:07,0.008,Noise
00:22:08,00:22:12,0.016,Noise
00:22:14,00:22:18,0.016,Noise
00:22:19,00:22:23,0.0,Noise
00:22:25,00:22:29,0.0,Noise
00:22:31,00:22:35,0.004,Noise
00:22:36,00:22:40,0.0,Noise
00:22:42,00:22:46,0.004,Noise
00:22:48,00:22:52,0.0,Noise
00:22:53,00:22:57,0.004,Noise
00:22:59,00:23:03,0.004,Noise
00:23:04,00:23:09,0.004,Noise
00:23:10,00:23:14,0.004,Noise
00:23:16,00:23:20,0.004,Noise
00:23:21,00:23:25,0.0,Noise
00:23:27,00:23:31,0.008,Noise
00:23:33,00:23:37,0.0,Noise
00:23:38,00:23:42,0.0,Noise
00:23:44,00:23:48,0.0,Noise
00:23:50,00:23:54,0.0,Noise
00:23:55,00:23:59,0.0,Noise
00:24:01,00:24:05,0.0,Noise
00:24:06,00:24:10,0.004,Noise
00:24:12,00:24:16,0.012,Noise
00:24:18,00:24:22,0.996,LNT
00:24:23,00:24:27,0.984,LNT
00:24:29,00:24:33,0.996,LNT
00:24:35,00:24:39,0.996,LNT
00:24:40,00:24:44,0.996,LNT
00:24:46,00:24:50,0.996,LNT
00:24:51,00:24:56,0.996,LNT
00:24:57,00:25:01,0.996,LNT
00:25:03,00:25:07,0.996,LNT
00:25:08,00:25:12,0.996,LNT
00:25:14,00:25:18,0.992,LNT
00:25:20,00:25:24,0.918,LNT
00:25:25,00:25:29,0.949,LNT
00:25:31,00:25:35,0.996,LNT
00:25:37,00:25:41,0.918,LNT
00:25:42,00:25:46,0.004,LNT
00:25:48,00:25:52,0.125,LNT
00:25:53,00:25:57,0.609,LNT
00:25:59,00:26:03,0.191,LNT
00:26:05,00:26:09,0.277,LNT
00:26:10,00:26:14,0.383,LNT
00:26:16,00:26:20,0.598,MNT
00:26:22,00:26:26,0.098,MNT
00:26:27,00:26:31,0.027,MNT
00:26:33,00:26:37,0.477,MNT
00:26:38,00:26:43,0.047,MNT
00:26:44,00:26:48,0.145,MNT
00:26:50,00:26:54,0.098,MNT
00:26:55,00:26:59,0.32,MNT
00:27:01,00:27:05,0.539,MNT
00:27:07,00:27:11,0.641,MNT
00:27:12,00:27:16,0.035,MNT
00:27:18,00:27:22,0.023,MNT
00:27:24,00:27:28,0.109,MNT
00:27:29,00:27:33,0.219,MNT
00:27:35,00:27:39,0.074,MNT
00:27:40,00:27:44,0.617,MNT
00:27:46,00:27:50,0.672,MNT
00:27:52,00:27:56,0.09,MNT
00:27:57,00:28:01,0.031,MNT
00:28:03,00:28:07,0.695,MNT
00:28:09,00:28:13,0.266,MNT
00:28:14,00:28:18,0.605,MNT
00:28:20,00:28:24,0.613,MNT
00:28:25,00:28:30,0.102,MNT
00:28:31,00:28:35,0.445,MNT
00:28:37,00:28:41,0.648,MNT
00:28:42,00:28:46,0.809,MNT
00:28:48,00:28:52,0.145,MNT
00:28:54,00:28:58,0.234,MNT
00:28:59,00:29:03,0.906,MNT
00:29:05,00:29:09,0.914,MNT
00:29:11,00:29:15,0.324,MNT
00:29:16,00:29:20,0.156,MNT
00:29:22,00:29:26,0.656,MNT
00:29:27,00:29:32,0.324,MNT
00:29:33,00:29:37,0.848,MNT
00:29:39,00:29:43,0.031,MNT
00:29:44,00:29:48,0.559,MNT
00:29:50,00:29:54,0.875,MNT
00:29:56,00:30:00,0.762,MNT
00:30:01,00:30:05,0.562,MNT
00:30:07,00:30:11,0.641,MNT
00:30:13,00:30:17,0.207,MNT
00:30:18,00:30:22,0.004,Noise
00:30:24,00:30:28,0.004,Noise
00:30:29,00:30:33,0.016,Noise
00:30:35,00:30:39,0.008,Noise
00:30:41,00:30:45,0.004,Noise
00:30:46,00:30:50,0.0,Noise
00:30:52,00:30:56,0.012,Noise
00:30:58,00:31:02,0.004,Noise
00:31:03,00:31:07,0.0,Noise
00:31:09,00:31:13,0.004,Noise
00:31:14,00:31:19,0.0,Noise
00:31:20,00:31:24,0.004,Noise
00:31:26,00:31:30,0.004,Noise
00:31:31,00:31:35,0.004,Noise
00:31:37,00:31:41,0.02,Noise
00:31:43,00:31:47,0.004,Noise
00:31:48,00:31:52,0.004,Noise
00:31:54,00:31:58,0.004,Noise
00:32:00,00:32:04,0.051,Noise
00:32:05,00:32:09,0.012,Noise
00:32:11,00:32:15,0.012,Noise
00:32:16,00:32:20,0.656,Noise
00:32:22,00:32:26,0.477,Noise
00:32:28,00:32:32,0.641,Noise
00:32:33,00:32:37,0.125,Noise
00:32:39,00:32:43,0.07,Noise
00:32:45,00:32:49,0.043,Noise
00:32:50,00:32:54,0.875,Noise
00:32:56,00:33:00,0.918,Noise
00:33:01,00:33:06,0.641,Noise
00:33:07,00:33:11,0.477,Noise
00:33:13,00:33:17,0.223,Noise
00:33:18,00:33:22,0.102,Noise
00:33:24,00:33:28,0.07,Noise
00:33:30,00:33:34,0.227,Noise
00:33:35,00:33:39,0.125,Noise
00:33:41,00:33:45,0.145,Noise
00:33:47,00:33:51,0.227,Noise
00:33:52,00:33:56,0.68,Noise
00:33:58,00:34:02,0.707,Noise
00:34:03,00:34:07,0.395,Noise
00:34:09,00:34:13,0.824,Noise
00:34:15,00:34:19,0.617,LNT
00:34:20,00:34:24,0.004,LNT
00:34:26,00:34:30,0,LNT
00:34:32,00:34:36,0,LNT
00:34:37,00:34:41,0.012,LNT
00:34:43,00:34:47,0.02,LNT
00:34:48,00:34:53,0.965,LNT
00:34:54,00:34:58,0.98,LNT
00:35:00,00:35:04,0.145,LNT
00:35:05,00:35:09,0.871,LNT
00:35:11,00:35:15,0.656,LNT
00:35:17,00:35:21,0.996,LNT
00:35:22,00:35:26,0.996,LNT
00:35:28,00:35:32,0.996,LNT
00:35:34,00:35:38,0.996,LNT
00:35:39,00:35:43,0.996,LNT
00:35:45,00:35:49,0.98,LNT
00:35:50,00:35:54,0.984,LNT
00:35:56,00:36:00,0.988,LNT
00:36:02,00:36:06,0.996,LNT
00:36:07,00:36:11,0.992,LNT
00:36:13,00:36:17,0.992,LNT
00:36:19,00:36:23,0.004,Noise
00:36:24,00:36:28,0.0,Noise
00:36:30,00:36:34,0.0,Noise
00:36:35,00:36:40,0.0,Noise
00:36:41,00:36:45,0.0,Noise
00:36:47,00:36:51,0.004,Noise
00:36:52,00:36:56,0.0,Noise
00:36:58,00:37:02,0.0,Noise
00:37:04,00:37:08,0.0,Noise
00:37:09,00:37:13,0.0,Noise
00:37:15,00:37:19,0.004,Noise
00:37:21,00:37:25,0.004,Noise
00:37:26,00:37:30,0.004,Noise
00:37:32,00:37:36,0.004,Noise
00:37:37,00:37:41,0.004,Noise
00:37:43,00:37:47,0.039,Noise
00:37:49,00:37:53,0.008,Noise
00:37:54,00:37:58,0.008,Noise
00:38:00,00:38:04,0.012,Noise
00:38:06,00:38:10,0.039,Noise
00:38:11,00:38:15,0.012,Noise
00:38:17,00:38:21,0.012,Noise
00:38:23,00:38:27,0.004,Noise
00:38:28,00:38:32,0.562,Noise
00:38:34,00:38:38,0.754,Noise
00:38:39,00:38:43,0.047,Noise
00:38:45,00:38:49,0.008,Noise
00:38:51,00:38:55,0.039,Noise
00:38:56,00:39:00,0.324,Noise
00:39:02,00:39:06,0.305,Noise
00:39:08,00:39:12,0.18,Noise
00:39:13,00:39:17,0.023,Noise
00:39:19,00:39:23,0.0,Noise
00:39:24,00:39:28,0.0,Noise
00:39:30,00:39:34,0.0,Noise
00:39:36,00:39:40,0.0,Noise
00:39:41,00:39:45,0.0,Noise
00:39:47,00:39:51,0.0,Noise
00:39:53,00:39:57,0.0,Noise
00:39:58,00:40:02,0.0,Noise
00:40:04,00:40:08,0.0,Noise
00:40:10,00:40:14,0.0,Noise
00:40:15,00:40:19,0.914,MNT
00:40:21,00:40:25,0.996,MNT
00:40:26,00:40:30,0.805,MNT
00:40:32,00:40:36,0.98,MNT
00:40:38,00:40:42,0.98,MNT
00:40:43,00:40:47,0.918,MNT
00:40:49,00:40:53,0.984,MNT
00:40:55,00:40:59,0.973,MNT
00:41:00,00:41:04,0.996,MNT
00:41:06,00:41:10,0.98,MNT
00:41:11,00:41:16,0.988,MNT
00:41:17,00:41:21,0.941,MNT
00:41:23,00:41:27,0.996,MNT
00:41:28,00:41:32,0.949,MNT
00:41:34,00:41:38,0.996,MNT
00:41:40,00:41:44,0.98,MNT
00:41:45,00:41:49,0.984,MNT
00:41:51,00:41:55,0.992,MNT
00:41:57,00:42:01,0.996,MNT
00:42:02,00:42:06,0.996,MNT
00:42:08,00:42:12,0.957,MNT
00:42:13,00:42:17,0.996,MNT
00:42:19,00:42:23,0.996,MNT
00:42:25,00:42:29,0.996,MNT
00:42:30,00:42:34,0.996,MNT
00:42:36,00:42:40,0.996,MNT
00:42:42,00:42:46,0.996,MNT
00:42:47,00:42:51,0.996,MNT
00:42:53,00:42:57,0.961,MNT
00:42:58,00:43:03,0.941,MNT
00:43:04,00:43:08,0.996,MNT
00:43:10,00:43:14,0.992,MNT
00:43:15,00:43:19,0.996,MNT
00:43:21,00:43:25,0.996,MNT
00:43:27,00:43:31,0.949,MNT
00:43:32,00:43:36,0.996,MNT
00:43:38,00:43:42,0.996,MNT
00:43:44,00:43:48,0.992,MNT
00:43:49,00:43:53,0.996,MNT
00:43:55,00:43:59,0.965,MNT
00:44:00,00:44:04,0.996,MNT
00:44:06,00:44:10,0.996,MNT
00:44:12,00:44:16,0.996,MNT
00:44:17,00:44:21,0.0,Noise
00:44:23,00:44:27,0.0,Noise
00:44:29,00:44:33,0.0,Noise
00:44:34,00:44:38,0.0,Noise
00:44:40,00:44:44,0.0,Noise
00:44:45,00:44:50,0.0,Noise
00:44:51,00:44:55,0.0,Noise
00:44:57,00:45:01,0.0,Noise
00:45:02,00:45:06,0.0,Noise
00:45:08,00:45:12,0.0,Noise
00:45:14,00:45:18,0.0,Noise
00:45:19,00:45:23,0.0,Noise
00:45:25,00:45:29,0.0,Noise
00:45:31,00:45:35,0.0,Noise
00:45:36,00:45:40,0.0,Noise
00:45:42,00:45:46,0.0,Noise
00:45:47,00:45:51,0.0,Noise
00:45:53,00:45:57,0.0,Noise
00:45:59,00:46:03,0.0,Noise
00:46:04,00:46:08,0.0,Noise
00:46:10,00:46:14,0.0,Noise
00:46:16,00:46:20,0.703,ENT
00:46:21,00:46:25,0.203,ENT
00:46:27,00:46:31,0.848,ENT
00:46:32,00:46:37,0.98,ENT
00:46:38,00:46:42,0.438,ENT
00:46:44,00:46:48,0.871,ENT
00:46:49,00:46:53,0.926,ENT
00:46:55,00:46:59,0.934,ENT
00:47:01,00:47:05,0.789,ENT
00:47:06,00:47:10,0.305,ENT
00:47:12,00:47:16,0.906,ENT
00:47:18,00:47:22,0.609,ENT
00:47:23,00:47:27,0.438,ENT
00:47:29,00:47:33,0.406,ENT
00:47:34,00:47:38,0.961,ENT
00:47:40,00:47:44,0.562,ENT
00:47:46,00:47:50,0.316,ENT
00:47:51,00:47:55,0.211,ENT
00:47:57,00:48:01,0.293,ENT
00:48:03,00:48:07,0.047,ENT
00:48:08,00:48:12,0.934,ENT
00:48:14,00:48:18,0.066,ENT
00:48:19,00:48:24,0.0,ENT
00:48:25,00:48:29,0.0,ENT
00:48:31,00:48:35,0.02,ENT
00:48:36,00:48:40,0.012,ENT
00:48:42,00:48:46,0.0,ENT
00:48:48,00:48:52,0.0,ENT
00:48:53,00:48:57,0.008,ENT
00:48:59,00:49:03,0.0,ENT
00:49:05,00:49:09,0.0,ENT
00:49:10,00:49:14,0.0,ENT
00:49:16,00:49:20,0.059,ENT
00:49:21,00:49:25,0.094,ENT
00:49:27,00:49:31,0.016,ENT
00:49:33,00:49:37,0.004,ENT
00:49:38,00:49:42,0.02,ENT
00:49:44,00:49:48,0.0,ENT
00:49:50,00:49:54,0.016,ENT
00:49:55,00:49:59,0.305,ENT
00:50:01,00:50:05,0.0,ENT
00:50:07,00:50:11,0.0,ENT
00:50:12,00:50:16,0.008,ENT
00:50:18,00:50:22,0.004,Noise
00:50:23,00:50:27,0.004,Noise
00:50:29,00:50:33,0.0,Noise
00:50:35,00:50:39,0.0,Noise
00:50:40,00:50:44,0.004,Noise
00:50:46,00:50:50,0.0,Noise
00:50:52,00:50:56,0.0,Noise
00:50:57,00:51:01,0.0,Noise
00:51:03,00:51:07,0.0,Noise
00:51:08,00:51:13,0.0,Noise
00:51:14,00:51:18,0.004,Noise
00:51:20,00:51:24,0.0,Noise
00:51:25,00:51:29,0.0,Noise
00:51:31,00:51:35,0.004,Noise
00:51:37,00:51:41,0.0,Noise
00:51:42,00:51:46,0.0,Noise
00:51:48,00:51:52,0.004,Noise
00:51:54,00:51:58,0.0,Noise
00:51:59,00:52:03,0.0,Noise
00:52:05,00:52:09,0.0,Noise
00:52:10,00:52:14,0.0,Noise
00:52:16,00:52:20,0.027,Noise
00:52:22,00:52:26,0.004,Noise
00:52:27,00:52:31,0.0,Noise
00:52:33,00:52:37,0.016,Noise
00:52:39,00:52:43,0.012,Noise
00:52:44,00:52:48,0.008,Noise
00:52:50,00:52:54,0.0,Noise
00:52:55,00:53:00,0.004,Noise
00:53:01,00:53:05,0.004,Noise
00:53:07,00:53:11,0.012,Noise
00:53:12,00:53:16,0.004,Noise
00:53:18,00:53:22,0.0,Noise
00:53:24,00:53:28,0.0,Noise
00:53:29,00:53:33,0.0,Noise
00:53:35,00:53:39,0.0,Noise
00:53:41,00:53:45,0.0,Noise
00:53:46,00:53:50,0.0,Noise
00:53:52,00:53:56,0.0,Noise
00:53:57,00:54:01,0.0,Noise
00:54:03,00:54:07,0.0,Noise
00:54:09,00:54:13,0.0,Noise
00:54:14,00:54:18,0.0,Noise
00:54:20,00:54:24,0.039,ENT
00:54:26,00:54:30,0.078,ENT
00:54:31,00:54:35,0.219,ENT
00:54:37,00:54:41,0.051,ENT
00:54:42,00:54:47,0.18,ENT
00:54:48,00:54:52,0.098,ENT
00:54:54,00:54:58,0.121,ENT
00:54:59,00:55:03,0.441,ENT
00:55:05,00:55:09,0.113,ENT
00:55:11,00:55:15,0.387,ENT
00:55:16,00:55:20,0.078,ENT
00:55:22,00:55:26,0.031,ENT
00:55:28,00:55:32,0.121,ENT
00:55:33,00:55:37,0.469,ENT
00:55:39,00:55:43,0.215,ENT
00:55:44,00:55:48,0.02,ENT
00:55:50,00:55:54,0.082,ENT
00:55:56,00:56:00,0.035,ENT
00:56:01,00:56:05,0.039,ENT
00:56:07,00:56:11,0.102,ENT
00:56:13,00:56:17,0.141,ENT
00:56:18,00:56:22,0.383,ENT
00:56:24,00:56:28,0.488,ENT
00:56:29,00:56:34,0.863,ENT
00:56:35,00:56:39,0.879,ENT
00:56:41,00:56:45,0.961,ENT
00:56:46,00:56:50,0.898,ENT
00:56:52,00:56:56,0.863,ENT
00:56:58,00:57:02,0.496,ENT
00:57:03,00:57:07,0.984,ENT
00:57:09,00:57:13,0.945,ENT
00:57:15,00:57:19,0.996,ENT
00:57:20,00:57:24,0.941,ENT
00:57:26,00:57:30,0.977,ENT
00:57:31,00:57:35,0.996,ENT
00:57:37,00:57:41,0.996,ENT
00:57:43,00:57:47,0.613,ENT
00:57:48,00:57:52,0.898,ENT
00:57:54,00:57:58,0.715,ENT
00:58:00,00:58:04,0.77,ENT
00:58:05,00:58:09,0.438,ENT
00:58:11,00:58:15,0.762,ENT
00:58:16,00:58:21,0.918,LNT
00:58:22,00:58:26,0.996,LNT
00:58:28,00:58:32,0.969,LNT
00:58:33,00:58:37,0.992,LNT
00:58:39,00:58:43,0.98,LNT
00:58:45,00:58:49,0.996,LNT
00:58:50,00:58:54,0.996,LNT
00:58:56,00:59:00,0.996,LNT
00:59:02,00:59:06,0.949,LNT
00:59:07,00:59:11,0.996,LNT
00:59:13,00:59:17,0.949,LNT
00:59:18,00:59:22,0.996,LNT
00:59:24,00:59:28,0.996,LNT
00:59:30,00:59:34,0.996,LNT
00:59:35,00:59:39,0.996,LNT
00:59:41,00:59:45,0.996,LNT
00:59:47,00:59:51,0.996,LNT
00:59:52,00:59:56,0.996,LNT
