start,end,score
00:38:40,00:38:42,0.051,Noise
00:38:44,00:38:46,0.035,Noise
00:38:47,00:38:49,0.031,Noise
00:38:50,00:38:52,0.004,Noise
00:38:54,00:38:56,0.016,Noise
00:38:57,00:38:59,0.027,Noise
00:39:00,00:39:02,0.094,Noise
00:39:04,00:39:06,0.012,Noise
00:39:07,00:39:09,0.008,Noise
00:39:10,00:39:12,0.0,Noise
00:39:14,00:39:16,0.012,Noise
00:39:17,00:39:19,0.004,Noise
00:39:20,00:39:22,0.004,Noise
00:39:24,00:39:26,0.004,Noise
00:39:27,00:39:29,0.004,Noise
00:39:30,00:39:32,0.004,Noise
00:39:33,00:39:36,0.004,Noise
00:39:37,00:39:39,0.004,Noise
00:39:40,00:39:42,0.004,Noise
00:39:43,00:39:46,0.004,Noise
00:39:47,00:39:49,0.004,Noise
00:39:50,00:39:52,0.004,Noise
00:39:53,00:39:55,0.004,Noise
00:39:57,00:39:59,0.004,Noise
00:40:00,00:40:02,0.004,Noise
00:40:03,00:40:05,0.004,Noise
00:40:07,00:40:09,0.004,Noise
00:40:10,00:40:12,0.004,Noise
00:40:13,00:40:15,0.004,Noise
00:40:17,00:40:19,0.113,MNT
00:40:20,00:40:22,0.188,MNT
00:40:23,00:40:25,0.074,MNT
00:40:27,00:40:29,0.039,MNT
00:40:30,00:40:32,0.277,MNT
00:40:33,00:40:35,0.18,MNT
00:40:37,00:40:39,0.324,MNT
00:40:40,00:40:42,0.055,MNT
00:40:43,00:40:45,0.031,MNT
00:40:47,00:40:49,0.102,MNT
00:40:50,00:40:52,0.312,MNT
00:40:53,00:40:55,0.133,MNT
00:40:57,00:40:59,0.074,MNT
00:41:00,00:41:02,0.027,MNT
00:41:03,00:41:05,0.074,MNT
00:41:07,00:41:09,0.008,MNT
00:41:10,00:41:12,0.082,MNT
00:41:13,00:41:15,0.258,MNT
00:41:17,00:41:19,0.23,MNT
00:41:20,00:41:22,0.199,MNT
00:41:23,00:41:25,0.02,MNT
00:41:27,00:41:29,0.629,MNT
00:41:30,00:41:32,0.172,MNT
00:41:33,00:41:35,0.027,MNT
00:41:37,00:41:39,0.258,MNT
00:41:40,00:41:42,0.07,MNT
00:41:43,00:41:45,0.078,MNT
00:41:47,00:41:49,0.125,MNT
00:41:50,00:41:52,0.016,MNT
00:41:53,00:41:55,0.203,MNT
00:41:57,00:41:59,0.062,MNT
00:42:00,00:42:02,0.137,MNT
00:42:03,00:42:05,0.125,MNT
00:42:07,00:42:09,0.031,MNT
00:42:10,00:42:12,0.02,MNT
00:42:13,00:42:15,0.012,MNT
00:42:17,00:42:19,0.043,MNT
00:42:20,00:42:22,0.406,MNT
00:42:23,00:42:25,0.074,MNT
00:42:27,00:42:29,0.016,MNT
00:42:30,00:42:32,0.051,MNT
00:42:33,00:42:35,0.039,MNT
00:42:37,00:42:39,0.07,MNT
00:42:40,00:42:42,0.125,MNT
00:42:43,00:42:45,0.113,MNT
00:42:47,00:42:49,0.188,MNT
00:42:50,00:42:52,0.043,MNT
00:42:53,00:42:55,0.047,MNT
00:42:56,00:42:59,0.004,MNT
00:43:00,00:43:02,0.031,MNT
00:43:03,00:43:05,0.012,MNT
00:43:06,00:43:09,0.0,MNT
00:43:10,00:43:12,0.016,MNT
00:43:13,00:43:15,0.008,MNT
00:43:16,00:43:19,0.031,MNT
00:43:20,00:43:22,0.086,MNT
00:43:23,00:43:25,0.059,MNT
00:43:26,00:43:28,0.039,MNT
00:43:30,00:43:32,0.012,MNT
00:43:33,00:43:35,0.012,MNT
00:43:36,00:43:38,0.031,MNT
00:43:40,00:43:42,0.004,MNT
00:43:43,00:43:45,0.258,MNT
00:43:46,00:43:48,0.055,MNT
00:43:50,00:43:52,0.246,MNT
00:43:53,00:43:55,0.008,MNT
00:43:56,00:43:58,0.035,MNT
00:44:00,00:44:02,0.02,MNT
00:44:03,00:44:05,0.004,MNT
00:44:06,00:44:08,0.234,MNT
00:44:10,00:44:12,0.004,MNT
00:44:13,00:44:15,0.062,MNT
00:44:16,00:44:18,0.004,Noise
00:44:20,00:44:22,0.004,Noise
00:44:23,00:44:25,0.004,Noise
00:44:26,00:44:28,0.004,Noise
00:44:30,00:44:32,0.004,Noise
00:44:33,00:44:35,0.004,Noise
00:44:36,00:44:38,0.004,Noise
00:44:40,00:44:42,0.004,Noise
00:44:43,00:44:45,0.004,Noise
00:44:46,00:44:48,0.004,Noise
00:44:50,00:44:52,0.004,Noise
00:44:53,00:44:55,0.004,Noise
00:44:56,00:44:58,0.004,Noise
00:45:00,00:45:02,0.004,Noise
00:45:03,00:45:05,0.004,Noise
00:45:06,00:45:08,0.004,Noise
00:45:10,00:45:12,0.004,Noise
00:45:13,00:45:15,0.004,Noise
00:45:16,00:45:18,0.004,Noise
00:45:20,00:45:22,0.004,Noise
00:45:23,00:45:25,0.004,Noise
00:45:26,00:45:28,0.004,Noise
00:45:30,00:45:32,0.004,Noise
00:45:33,00:45:35,0.004,Noise
00:45:36,00:45:38,0.004,Noise
00:45:40,00:45:42,0.004,Noise
00:45:43,00:45:45,0.004,Noise
00:45:46,00:45:48,0.004,Noise
00:45:50,00:45:52,0.004,Noise
00:45:53,00:45:55,0.004,Noise
00:45:56,00:45:58,0.004,Noise
00:46:00,00:46:02,0.004,Noise
00:46:03,00:46:05,0.004,Noise
00:46:06,00:46:08,0.004,Noise
00:46:10,00:46:12,0.004,Noise
00:46:13,00:46:15,0.004,Noise
00:46:16,00:46:18,0.094,ENT
00:46:20,00:46:22,0.32,ENT
00:46:23,00:46:25,0.031,ENT
00:46:26,00:46:28,0.148,ENT
00:46:29,00:46:32,0.223,ENT
00:46:33,00:46:35,0.98,ENT
00:46:36,00:46:38,0.094,ENT
00:46:39,00:46:42,0.609,ENT
00:46:43,00:46:45,0.617,ENT
00:46:46,00:46:48,0.262,ENT
00:46:49,00:46:51,0.344,ENT
00:46:53,00:46:55,0.91,ENT
00:46:56,00:46:58,0.934,ENT
00:46:59,00:47:01,0.383,ENT
00:47:03,00:47:05,0.832,ENT
00:47:06,00:47:08,0.059,ENT
00:47:09,00:47:11,0.09,ENT
00:47:13,00:47:15,0.531,ENT
00:47:16,00:47:18,0.789,ENT
00:47:19,00:47:21,0.316,ENT
00:47:23,00:47:25,0.02,ENT
00:47:26,00:47:28,0.219,ENT
00:47:29,00:47:31,0.773,ENT
00:47:33,00:47:35,0.07,ENT
00:47:36,00:47:38,0.078,ENT
00:47:39,00:47:41,0.023,ENT
00:47:43,00:47:45,0.871,ENT
00:47:46,00:47:48,0.66,ENT
00:47:49,00:47:51,0.688,ENT
00:47:53,00:47:55,0.965,ENT
00:47:56,00:47:58,0.723,ENT
00:47:59,00:48:01,0.754,ENT
00:48:03,00:48:05,0.582,ENT
00:48:06,00:48:08,0.957,ENT
00:48:09,00:48:11,0.078,ENT
00:48:13,00:48:15,0.379,ENT
00:48:16,00:48:18,0.109,ENT
00:48:19,00:48:21,0.012,ENT
00:48:23,00:48:25,0.148,ENT
00:48:26,00:48:28,0.023,ENT
00:48:29,00:48:31,0.047,ENT
00:48:33,00:48:35,0.098,ENT
00:48:36,00:48:38,0.152,ENT
00:48:39,00:48:41,0.098,ENT
00:48:43,00:48:45,0.004,ENT
00:48:46,00:48:48,0.004,ENT
00:48:49,00:48:51,0.039,ENT
00:48:53,00:48:55,0.02,ENT
00:48:56,00:48:58,0.031,ENT
00:48:59,00:49:01,0.008,ENT
00:49:03,00:49:05,0.004,ENT
00:49:06,00:49:08,0.008,ENT
00:49:09,00:49:11,0.004,ENT
00:49:13,00:49:15,0.004,ENT
00:49:16,00:49:18,0.066,ENT
00:49:19,00:49:21,0.418,ENT
00:49:23,00:49:25,0.082,ENT
00:49:26,00:49:28,0.188,ENT
00:49:29,00:49:31,0.711,ENT
00:49:33,00:49:35,0.012,ENT
00:49:36,00:49:38,0.062,ENT
00:49:39,00:49:41,0,ENT
00:49:43,00:49:45,0.023,ENT
00:49:46,00:49:48,0.004,ENT
00:49:49,00:49:51,0.188,ENT
00:49:53,00:49:55,0.004,ENT
00:49:56,00:49:58,0.152,ENT
00:49:59,00:50:01,0.062,ENT
00:50:02,00:50:05,0.0,ENT
00:50:06,00:50:08,0.008,ENT
00:50:09,00:50:11,0.188,ENT
00:50:12,00:50:15,0.273,ENT
00:50:16,00:50:18,0.004,Noise
00:50:19,00:50:21,0.012,Noise
00:50:22,00:50:24,0.004,Noise
00:50:26,00:50:28,0.004,Noise
00:50:29,00:50:31,0.008,Noise
00:50:32,00:50:34,0.004,Noise
00:50:36,00:50:38,0.0,Noise
00:50:39,00:50:41,0.0,Noise
00:50:42,00:50:44,0.004,Noise
00:50:46,00:50:48,0.004,Noise
00:50:49,00:50:51,0.004,Noise
00:50:52,00:50:54,0.004,Noise
00:50:56,00:50:58,0.004,Noise
00:50:59,00:51:01,0.004,Noise
00:51:02,00:51:04,0.004,Noise
00:51:06,00:51:08,0.004,Noise
00:51:09,00:51:11,0.004,Noise
00:51:12,00:51:14,0.004,Noise
00:51:16,00:51:18,0.004,Noise
00:51:19,00:51:21,0.004,Noise
00:51:22,00:51:24,0.008,Noise
00:51:26,00:51:28,0.016,Noise
00:51:29,00:51:31,0.039,Noise
00:51:32,00:51:34,0.016,Noise
00:51:36,00:51:38,0.016,Noise
00:51:39,00:51:41,0.012,Noise
00:51:42,00:51:44,0.004,Noise
00:51:46,00:51:48,0.0,Noise
00:51:49,00:51:51,0.004,Noise
00:51:52,00:51:54,0.004,Noise
00:51:56,00:51:58,0.0,Noise
00:51:59,00:52:01,0.004,Noise
00:52:02,00:52:04,0.004,Noise
00:52:06,00:52:08,0.004,Noise
00:52:09,00:52:11,0.004,Noise
00:52:12,00:52:14,0.023,Noise
00:52:16,00:52:18,0.0,Noise
00:52:19,00:52:21,0.008,Noise
00:52:22,00:52:24,0.078,Noise
00:52:26,00:52:28,0.039,Noise
00:52:29,00:52:31,0.062,Noise
00:52:32,00:52:34,0.434,Noise
00:52:36,00:52:38,0.18,Noise
00:52:39,00:52:41,0.035,Noise
00:52:42,00:52:44,0.082,Noise
00:52:46,00:52:48,0.031,Noise
00:52:49,00:52:51,0.0,Noise
00:52:52,00:52:54,0.008,Noise
00:52:56,00:52:58,0.004,Noise
00:52:59,00:53:01,0.004,Noise
00:53:02,00:53:04,0.016,Noise
00:53:06,00:53:08,0.227,Noise
00:53:09,00:53:11,0.43,Noise
00:53:12,00:53:14,0.559,Noise
00:53:16,00:53:18,0.004,Noise
00:53:19,00:53:21,0.004,Noise
00:53:22,00:53:24,0.004,Noise
00:53:25,00:53:28,0.004,Noise
00:53:29,00:53:31,0.004,Noise
00:53:32,00:53:34,0.004,Noise
00:53:35,00:53:38,0.004,Noise
00:53:39,00:53:41,0.004,Noise
00:53:42,00:53:44,0.004,Noise
00:53:45,00:53:47,0.004,Noise
00:53:49,00:53:51,0.004,Noise
00:53:52,00:53:54,0.004,Noise
00:53:55,00:53:57,0.004,Noise
00:53:59,00:54:01,0.004,Noise
00:54:02,00:54:04,0.004,Noise
00:54:05,00:54:07,0.004,Noise
00:54:09,00:54:11,0.004,Noise
00:54:12,00:54:14,0.004,Noise
00:54:15,00:54:17,0.227,ENT
00:54:19,00:54:21,0.676,ENT
00:54:22,00:54:24,0.098,ENT
00:54:25,00:54:27,0.227,ENT
00:54:29,00:54:31,0.562,ENT
00:54:32,00:54:34,0.379,ENT
00:54:35,00:54:37,0.562,ENT
00:54:39,00:54:41,0.621,ENT
00:54:42,00:54:44,0.324,ENT
00:54:45,00:54:47,0.438,ENT
00:54:49,00:54:51,0.676,ENT
00:54:52,00:54:54,0.273,ENT
00:54:55,00:54:57,0,ENT
00:54:59,00:55:01,0.621,ENT
00:55:02,00:55:04,0.273,ENT
00:55:05,00:55:07,0.727,ENT
00:55:09,00:55:11,0.621,ENT
00:55:12,00:55:14,0.379,ENT
00:55:15,00:55:17,0.438,ENT
00:55:19,00:55:21,0.438,ENT
00:55:22,00:55:24,0,ENT
00:55:25,00:55:27,0.621,ENT
00:55:29,00:55:31,0.438,ENT
00:55:32,00:55:34,0.562,ENT
00:55:35,00:55:37,0.922,ENT
00:55:39,00:55:41,0.902,ENT
00:55:42,00:55:44,0.562,ENT
00:55:45,00:55:47,0.559,ENT
00:55:49,00:55:51,0.676,ENT
00:55:52,00:55:54,0.438,ENT
00:55:55,00:55:57,0.273,ENT
00:55:59,00:56:01,0.379,ENT
00:56:02,00:56:04,0.188,ENT
00:56:05,00:56:07,0.324,ENT
00:56:09,00:56:11,0.559,ENT
00:56:12,00:56:14,0.773,ENT
00:56:15,00:56:17,0.945,ENT
00:56:19,00:56:21,0.406,ENT
00:56:22,00:56:24,0.391,ENT
00:56:25,00:56:27,0.363,ENT
00:56:29,00:56:31,0.414,ENT
00:56:32,00:56:34,0.5,ENT
00:56:35,00:56:37,0.008,ENT
00:56:39,00:56:41,0.145,ENT
00:56:42,00:56:44,0.133,ENT
00:56:45,00:56:47,0.566,ENT
00:56:49,00:56:51,0.246,ENT
00:56:52,00:56:54,0.023,ENT
00:56:55,00:56:57,0.004,ENT
00:56:58,00:57:01,0.02,ENT
00:57:02,00:57:04,0.273,ENT
00:57:05,00:57:07,0.02,ENT
00:57:08,00:57:11,0.23,ENT
00:57:12,00:57:14,0.613,ENT
00:57:15,00:57:17,0.223,ENT
00:57:18,00:57:20,0.066,ENT
00:57:22,00:57:24,0.035,ENT
00:57:25,00:57:27,0.078,ENT
00:57:28,00:57:30,0.098,ENT
00:57:32,00:57:34,0.082,ENT
00:57:35,00:57:37,0.289,ENT
00:57:38,00:57:40,0.078,ENT
00:57:42,00:57:44,0.047,ENT
00:57:45,00:57:47,0.012,ENT
00:57:48,00:57:50,0.039,ENT
00:57:52,00:57:54,0.02,ENT
00:57:55,00:57:57,0.184,ENT
00:57:58,00:58:00,0.074,ENT
00:58:02,00:58:04,0.348,ENT
00:58:05,00:58:07,0.059,ENT
00:58:08,00:58:10,0.172,ENT
00:58:12,00:58:14,0.52,ENT
00:58:15,00:58:17,0.848,LNT
00:58:18,00:58:20,0.875,LNT
00:58:22,00:58:24,0.949,LNT
00:58:25,00:58:27,0.977,LNT
00:58:28,00:58:30,0.617,LNT
00:58:32,00:58:34,0.938,LNT
00:58:35,00:58:37,0.918,LNT
00:58:38,00:58:40,0.957,LNT
00:58:42,00:58:44,0.902,LNT
00:58:45,00:58:47,0.902,LNT
00:58:48,00:58:50,0.773,LNT
00:58:52,00:58:54,0.922,LNT
00:58:55,00:58:57,0.676,LNT
00:58:58,00:59:00,0.438,LNT
00:59:02,00:59:04,0.652,LNT
00:59:05,00:59:07,0.945,LNT
00:59:08,00:59:10,0.562,LNT
00:59:12,00:59:14,0.723,LNT
00:59:15,00:59:17,0.977,LNT
00:59:18,00:59:20,0.719,LNT
00:59:22,00:59:24,0.957,LNT
00:59:25,00:59:27,0.906,LNT
00:59:28,00:59:30,0.727,LNT
00:59:32,00:59:34,0.828,LNT
00:59:35,00:59:37,0.941,LNT
00:59:38,00:59:40,0.977,LNT
00:59:42,00:59:44,0.992,LNT
00:59:45,00:59:47,0.977,LNT
00:59:48,00:59:50,0.875,LNT
00:59:52,00:59:54,0.875,LNT
00:59:55,00:59:57,0.895,LNT
